Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Spice Bazaar ,11/19/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,11507,1.0%,119,25,3013,17,8227,93,47,22
Spice Bazaar ,11/20/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,9935,1.2%,119,36,4267,10,25244,81,40,4
Spice Bazaar ,11/21/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,8998,1.6%,144,25,3663,21,7269,109,43,27
Spice Bazaar ,11/22/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,7045,1.5%,107,23,2482,24,22990,81,20,9
Spice Bazaar ,11/23/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,7833,1.3%,102,27,2752,24,5071,114,90,13
Spice Bazaar ,11/24/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,9261,1.5%,139,20,2762,17,563,105,90,16
Spice Bazaar ,11/25/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,10460,1.4%,144,33,4789,10,4588,74,100,11
Spice Bazaar ,11/26/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,11644,1.4%,168,19,3179,21,31216,108,64,20
Spice Bazaar ,11/27/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,8987,1.9%,170,38,6540,14,8114,109,23,20
Spice Bazaar ,11/28/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,8525,1.4%,118,23,2678,7,13523,65,67,25
Spice Bazaar ,11/29/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,7829,1.5%,120,15,1761,17,14143,63,37,9
Spice Bazaar ,11/30/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,10571,1.4%,148,45,6606,24,17130,84,37,11
Spice Bazaar ,12/1/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,6050,1.5%,90,29,2593,14,885,65,90,13
Spice Bazaar ,12/2/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,11011,1.6%,172,31,5250,14,17975,56,40,18
Spice Bazaar ,12/3/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,9072,1.4%,126,36,4516,10,12115,59,84,20
Spice Bazaar ,12/4/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,7337,1.5%,111,40,4482,28,15326,111,13,20
Spice Bazaar ,12/5/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,8373,1.4%,118,29,3388,10,10030,111,87,13
Spice Bazaar ,12/6/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,8758,1.1%,92,14,1262,10,15665,93,97,7
Spice Bazaar ,12/7/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,11440,1.4%,164,19,3153,24,12847,63,40,13
Spice Bazaar ,12/8/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,8351,1.3%,107,16,1737,24,15665,83,23,20
Spice Bazaar ,12/9/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,7766,1.6%,126,42,5260,7,28624,109,20,9
Spice Bazaar ,12/10/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,8647,1.4%,121,32,3865,21,6874,86,110,13
Spice Bazaar ,12/11/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,12288,1.2%,142,26,3649,17,5240,78,100,13
Spice Bazaar ,12/12/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,9923,1.6%,160,5,782,10,13467,77,47,20
Spice Bazaar ,12/13/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,6634,1.3%,89,35,3111,10,26934,59,87,7
Spice Bazaar ,12/14/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,7437,1.4%,103,41,4239,10,20792,111,50,7
Spice Bazaar ,12/15/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,11485,1.2%,134,39,5187,14,8339,53,94,13
Spice Bazaar ,12/16/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,9509,1.8%,169,20,3399,17,11157,72,30,18
Spice Bazaar ,12/17/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,8695,1.4%,123,28,3478,21,14143,28,37,16
Spice Bazaar ,12/18/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,8529,1.6%,139,26,3565,21,16003,112,23,25
Spice Bazaar ,12/19/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,6246,1.1%,68,26,1747,21,17017,68,77,11
Spice Bazaar ,12/20/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,10571,1.2%,124,38,4698,14,18595,71,7,16
Spice Bazaar ,12/21/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,11670,1.6%,190,18,3396,14,18426,109,64,7
Spice Bazaar ,12/22/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,10689,1.2%,123,15,1888,21,9917,117,20,4
Spice Bazaar ,12/23/2023,Hyderabad,YouTube,Laptop,Exclusive Sale,11015,1.2%,128,14,1798,7,19327,68,17,22
Festival Delight,3/24/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4945,1.1%,55,26,1444,0,0,93,23,7
Festival Delight,3/25/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7359,1.1%,79,42,3300,10,3703,74,27,11
Festival Delight,3/26/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4388,1.0%,42,23,966,14,4339,68,10,2
Festival Delight,3/27/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3599,1.2%,43,59,2558,17,7551,62,27,9
Festival Delight,3/28/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4999,0.9%,46,13,598,24,7663,111,7,9
Festival Delight,3/29/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5689,0.7%,41,16,664,21,18031,94,20,13
Festival Delight,3/30/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7269,1.0%,74,24,1786,10,10142,86,13,0
Festival Delight,3/15/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5594,0.8%,45,31,1362,17,13523,69,27,2
Festival Delight,3/16/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3328,1.3%,43,58,2507,17,4226,111,3,0
Festival Delight,3/17/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7259,0.8%,60,55,3313,0,0,49,7,7
Festival Delight,3/18/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6250,0.8%,53,50,2651,17,21694,106,13,13
Festival Delight,3/19/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7342,0.9%,66,36,2358,17,17580,78,30,9
Festival Delight,3/20/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4060,1.1%,45,22,1012,14,11833,59,3,4
Festival Delight,3/21/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5457,1.0%,53,58,3031,0,0,72,10,9
Festival Delight,3/22/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7938,0.7%,58,64,3690,31,6085,105,23,2
Festival Delight,3/23/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6502,0.6%,38,42,1579,17,3832,74,23,18
Festival Delight,3/23/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5537,1.2%,64,20,1290,10,4508,44,3,2
Festival Delight,3/24/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4103,0.9%,35,43,1510,28,17468,66,13,2
Festival Delight,3/25/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6630,0.7%,47,23,1097,0,0,86,20,7
Festival Delight,3/26/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6938,1.2%,80,39,3155,17,19158,77,17,2
Festival Delight,3/27/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5712,1.1%,61,35,2139,7,9016,63,0,2
Festival Delight,4/14/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6070,1.0%,60,61,3684,14,12115,53,23,4
Festival Delight,4/15/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4629,0.9%,42,44,1847,14,21130,72,13,13
Festival Delight,4/16/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5520,1.1%,60,23,1387,14,5297,66,13,0
Festival Delight,4/17/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6694,1.0%,67,12,826,14,3220,92,17,2
Festival Delight,4/18/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6458,0.8%,54,62,3358,24,13129,41,17,7
Festival Delight,4/19/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7390,1.2%,85,49,4194,0,0,74,0,7
Festival Delight,4/20/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7170,0.7%,51,26,1335,21,2254,63,13,0
Festival Delight,4/21/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4097,0.8%,32,54,1712,14,17242,58,10,9
Festival Delight,4/22/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6721,0.8%,54,38,2055,17,7325,40,17,16
Festival Delight,4/23/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5318,0.6%,30,60,1821,14,8339,125,13,0
Festival Delight,4/24/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6960,1.1%,79,49,3899,17,4113,72,23,7
Festival Delight,4/25/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6378,0.8%,54,18,943,31,4508,30,23,4
Festival Delight,4/26/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4066,1.4%,56,13,712,0,0,120,17,2
Festival Delight,4/27/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4833,0.9%,42,24,1005,10,724,75,30,7
Festival Delight,4/28/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7671,0.8%,60,67,4056,7,5297,102,33,2
Festival Delight,4/29/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3875,1.4%,56,49,2733,14,11213,62,10,7
Festival Delight,4/30/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7785,1.1%,85,34,2838,14,644,80,23,2
Festival Delight,5/1/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7372,1.1%,82,40,3249,7,5015,94,17,16
Festival Delight,5/2/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5002,0.9%,44,42,1874,21,9297,72,10,16
Festival Delight,5/3/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6481,1.0%,62,51,3136,24,4347,46,13,9
Festival Delight,5/4/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7270,1.1%,80,17,1352,7,18426,46,13,7
Festival Delight,5/5/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5987,1.4%,86,39,3356,3,9128,62,13,11
Festival Delight,5/6/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6050,1.2%,70,22,1524,3,4959,53,13,4
Festival Delight,5/7/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5023,1.0%,49,23,1132,3,9635,72,7,9
Festival Delight,5/8/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5256,1.0%,53,25,1329,10,1449,38,13,13
Festival Delight,5/9/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4376,1.4%,63,49,3131,3,18764,47,10,7
Festival Delight,5/10/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7627,1.0%,77,57,4409,10,3783,93,10,18
Festival Delight,5/11/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7583,0.9%,66,52,3453,3,4620,61,30,2
Festival Delight,5/12/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7189,1.2%,83,54,4513,14,9579,112,13,4
Festival Delight,5/13/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4797,0.8%,36,58,2088,10,4749,108,3,13
Festival Delight,5/14/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6482,0.9%,60,66,3957,21,8565,121,27,16
Festival Delight,5/15/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7800,1.0%,77,61,4709,21,15326,86,3,9
Festival Delight,5/16/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6485,0.6%,39,39,1546,17,13185,125,13,4
Festival Delight,5/17/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4510,0.8%,34,40,1376,10,11326,92,13,18
Festival Delight,5/18/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7420,0.9%,69,66,4585,14,12678,87,17,7
Festival Delight,5/19/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5122,1.0%,49,21,1017,0,0,102,7,2
Festival Delight,5/20/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6354,1.0%,61,18,1077,17,4588,61,3,2
Festival Delight,5/21/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4493,0.8%,38,29,1082,14,23440,81,37,13
Festival Delight,5/22/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4718,0.9%,42,72,2992,21,21468,114,30,4
Festival Delight,5/23/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4587,0.9%,40,58,2337,14,24849,86,3,11
Festival Delight,5/24/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6980,1.1%,78,30,2318,7,7438,114,17,18
Festival Delight,5/25/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6026,0.9%,57,58,3269,3,8114,111,10,11
Festival Delight,5/26/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5450,0.8%,46,69,3162,10,11269,155,17,11
Festival Delight,5/27/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4920,1.0%,47,68,3174,14,4339,106,3,7
Festival Delight,5/28/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3736,1.0%,37,57,2124,7,14819,66,27,7
Festival Delight,5/29/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7400,0.5%,34,65,2203,21,10988,97,13,4
Festival Delight,5/30/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4330,1.0%,45,32,1410,3,16566,92,13,13
Festival Delight,5/31/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6903,0.8%,55,36,2003,3,20792,59,40,16
Festival Delight,6/1/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3260,0.8%,26,30,758,7,7889,94,13,2
Festival Delight,6/2/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4771,0.7%,35,17,588,0,0,93,17,2
Festival Delight,6/3/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6933,0.9%,65,31,2019,24,5409,75,0,7
Festival Delight,6/4/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7419,0.8%,58,40,2350,3,4001,72,33,2
Festival Delight,6/5/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7138,0.7%,50,36,1776,0,0,102,30,4
Festival Delight,6/6/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5600,1.0%,54,47,2548,21,10312,99,20,2
Festival Delight,6/7/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5722,0.8%,48,34,1629,7,8790,92,3,4
Festival Delight,6/8/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4586,0.9%,42,33,1372,10,8283,71,27,11
Festival Delight,6/9/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4261,1.0%,41,56,2286,0,0,111,17,0
Festival Delight,6/10/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6781,0.7%,50,29,1470,21,11157,112,23,16
Festival Delight,6/11/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5736,0.9%,51,20,1042,0,0,83,13,18
Festival Delight,6/12/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5086,0.9%,46,33,1503,17,4186,99,20,2
Festival Delight,6/13/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7179,1.0%,72,39,2853,21,4170,58,33,2
Festival Delight,6/14/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6903,0.7%,51,66,3375,0,0,44,0,7
Festival Delight,6/15/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4143,1.4%,58,25,1462,0,0,130,13,4
Festival Delight,6/16/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5887,1.0%,56,27,1497,0,0,63,7,0
Festival Delight,6/17/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6772,0.8%,57,29,1668,0,0,93,17,11
Festival Delight,6/18/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4268,0.7%,31,63,1954,0,0,71,20,13
Festival Delight,6/19/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6303,0.7%,44,66,2880,0,0,120,7,11
Festival Delight,6/20/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4333,1.2%,52,55,2869,3,4105,68,23,7
Festival Delight,6/21/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5168,0.5%,25,35,868,24,3550,143,7,7
Festival Delight,6/22/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6256,1.0%,63,47,2979,3,4057,93,10,11
Festival Delight,6/23/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,7739,0.7%,54,31,1646,0,0,112,17,16
Heritage Exclusive Sale,6/24/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,1746,1.0%,18,18,319,3,4186,112,23,20
Heritage Exclusive Sale,6/25/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3053,1.0%,29,30,872,35,4266,105,20,11
Heritage Exclusive Sale,6/26/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3890,0.6%,23,14,331,10,6480,72,13,4
Heritage Exclusive Sale,6/27/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4800,0.8%,37,66,2406,17,3606,112,10,11
Heritage Exclusive Sale,6/28/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4755,0.8%,39,28,1089,24,1288,114,23,20
Heritage Exclusive Sale,6/29/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3147,1.0%,30,39,1175,21,4991,86,33,18
Heritage Exclusive Sale,6/30/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2724,1.0%,28,58,1610,28,4588,124,10,16
Heritage Exclusive Sale,7/1/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,6110,0.6%,38,46,1760,10,4910,115,17,7
Heritage Exclusive Sale,7/2/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,776,0.7%,5,28,146,24,5522,72,10,11
Heritage Exclusive Sale,7/3/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4653,1.0%,46,62,2869,17,4749,108,10,18
Heritage Exclusive Sale,7/4/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4639,1.0%,47,38,1798,28,2254,69,17,11
Heritage Exclusive Sale,7/5/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,1832,0.6%,12,28,326,10,13580,115,20,2
Heritage Exclusive Sale,7/6/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3661,0.8%,29,42,1214,28,4508,130,0,18
Heritage Exclusive Sale,7/7/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,1385,1.1%,15,53,803,7,3461,93,3,2
Heritage Exclusive Sale,7/8/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2147,0.8%,18,38,673,35,3622,78,13,22
Heritage Exclusive Sale,7/9/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3447,1.0%,35,38,1328,24,6255,68,23,11
Heritage Exclusive Sale,7/10/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5007,0.9%,45,37,1681,7,3663,97,3,2
Heritage Exclusive Sale,7/11/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2453,0.9%,22,48,1073,17,1851,106,33,18
Heritage Exclusive Sale,7/12/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2562,1.0%,26,18,473,7,4830,124,33,16
Heritage Exclusive Sale,7/13/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,1415,0.7%,10,50,474,3,8001,71,37,16
Heritage Exclusive Sale,7/14/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3444,1.1%,39,50,1948,17,4282,66,27,11
Heritage Exclusive Sale,7/15/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4508,1.1%,51,57,2879,17,2254,118,30,0
Heritage Exclusive Sale,7/16/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2886,0.8%,24,14,332,28,5071,90,17,11
Heritage Exclusive Sale,7/17/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,1359,1.1%,15,57,846,17,11551,87,7,20
Heritage Exclusive Sale,7/18/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4241,1.0%,44,21,921,28,14087,109,30,16
Heritage Exclusive Sale,7/19/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3723,0.6%,21,30,625,31,13185,137,23,13
Heritage Exclusive Sale,7/20/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2882,0.6%,16,48,788,24,8508,94,3,20
Heritage Exclusive Sale,7/21/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5171,1.1%,56,33,1812,31,17073,63,23,20
Heritage Exclusive Sale,7/22/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3966,0.9%,35,56,1941,10,10762,99,27,13
Heritage Exclusive Sale,7/23/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2102,0.6%,12,16,184,14,4991,71,20,13
Heritage Exclusive Sale,7/24/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5026,1.1%,55,34,1832,17,6255,159,43,4
Heritage Exclusive Sale,7/25/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3622,1.0%,35,39,1368,14,17468,139,3,13
Heritage Exclusive Sale,7/26/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4644,0.7%,34,14,470,28,13073,109,7,9
Heritage Exclusive Sale,7/27/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2624,0.7%,19,44,853,28,5522,102,37,4
Heritage Exclusive Sale,7/28/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4443,0.9%,38,12,449,17,13354,90,3,16
Heritage Exclusive Sale,7/29/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2229,0.6%,14,51,715,28,13918,61,20,20
Heritage Exclusive Sale,7/30/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4699,0.6%,28,20,583,14,20398,90,7,2
Heritage Exclusive Sale,7/31/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5317,0.8%,42,26,1088,35,6987,83,13,16
Heritage Exclusive Sale,8/1/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3049,0.8%,25,26,650,14,20116,84,17,22
Heritage Exclusive Sale,8/2/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4177,0.9%,37,55,2023,31,13580,128,33,4
Heritage Exclusive Sale,8/3/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5616,0.9%,52,59,3062,28,7607,89,13,16
Heritage Exclusive Sale,8/4/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2129,1.0%,22,46,1026,17,12960,133,10,16
Heritage Exclusive Sale,8/5/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5256,0.7%,38,17,661,21,5973,130,23,4
Heritage Exclusive Sale,8/6/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5031,0.6%,29,19,543,10,20623,134,7,18
Heritage Exclusive Sale,8/7/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4964,0.9%,43,30,1286,24,22370,74,7,9
Heritage Exclusive Sale,8/8/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3550,0.7%,25,61,1542,28,5578,121,10,13
Heritage Exclusive Sale,8/9/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2241,1.1%,24,18,444,24,17130,68,20,0
Heritage Exclusive Sale,8/10/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3972,1.1%,43,32,1378,7,4170,100,43,13
Heritage Exclusive Sale,8/11/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3372,0.6%,21,25,531,24,7607,140,3,11
Heritage Exclusive Sale,8/12/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4537,0.8%,34,22,743,0,0,94,50,22
Heritage Exclusive Sale,8/13/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5162,1.1%,57,30,1698,10,15101,136,30,13
Heritage Exclusive Sale,8/14/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5238,0.8%,41,35,1411,0,0,66,13,18
Heritage Exclusive Sale,8/15/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2356,0.6%,15,37,544,28,4347,75,7,4
Heritage Exclusive Sale,8/16/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3468,0.7%,25,13,319,10,3703,86,23,0
Heritage Exclusive Sale,8/17/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4425,1.0%,46,33,1500,0,0,118,33,4
Heritage Exclusive Sale,8/18/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3702,0.9%,32,57,1854,17,3944,128,37,20
Heritage Exclusive Sale,8/19/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4212,1.0%,44,15,672,10,19158,106,23,18
Heritage Exclusive Sale,8/20/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4482,0.6%,25,25,638,21,22539,66,30,9
Heritage Exclusive Sale,8/21/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5454,0.6%,35,63,2212,21,17580,86,37,2
Heritage Exclusive Sale,8/22/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2843,0.9%,26,54,1438,14,12622,69,47,16
Heritage Exclusive Sale,8/23/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,350,0.9%,3,38,115,3,12171,97,13,27
Heritage Exclusive Sale,8/24/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5296,0.7%,36,49,1763,17,11720,94,10,18
Heritage Exclusive Sale,8/25/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3174,0.7%,23,11,252,24,4105,120,30,13
Heritage Exclusive Sale,8/26/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3058,1.1%,32,28,913,10,13749,69,10,16
Heritage Exclusive Sale,8/27/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4680,0.9%,40,17,675,3,5747,78,47,13
Heritage Exclusive Sale,8/28/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5038,1.0%,49,19,917,7,12847,106,13,2
Heritage Exclusive Sale,8/29/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3001,1.0%,29,13,382,10,19158,131,60,11
Heritage Exclusive Sale,8/30/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2029,0.8%,16,7,116,14,8903,131,43,11
Heritage Exclusive Sale,8/31/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,2314,0.9%,20,21,416,14,12509,94,17,4
Heritage Exclusive Sale,9/1/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,1617,0.9%,14,13,191,0,0,105,20,11
Heritage Exclusive Sale,9/2/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,3440,0.9%,29,48,1393,14,4669,83,27,20
Heritage Exclusive Sale,9/3/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,4449,1.0%,46,38,1751,3,11946,83,23,13
Heritage Exclusive Sale,9/4/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,1660,0.7%,12,43,524,10,8114,77,20,7
Heritage Exclusive Sale,9/5/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,1977,1.0%,19,44,841,0,0,134,10,9
Heritage Exclusive Sale,9/6/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5005,0.7%,36,37,1321,7,8339,114,30,0
Heritage Exclusive Sale,9/7/2023,Ahmedabad,YouTube,Laptop,Fresh Deals,5661,0.8%,45,41,1863,3,2093,128,10,9
